caseid,injseverity
0.591678241,3
0.587523148,0
46:02:01,0
73:07:02,1
48:32:01,1
0.564606481,0
47:12:01,0
8:30:02,0
82:12:01,3
75:43:02,3
72:37:02,0
0.21806713,3
12:37:01,3
0.399328704,3
84:06:02,3
76:43:01,2
47:40:01,0
43:52:01,0
5:25:02,3
0.604189815,1
43:20:01,3
82:19:01,0
75:22:01,3
42:38:02,3
47:19:01,3
73:02:01,1
9:28:02,0
82:03:02,3
79:37:01,1
49:53:01,0
51:10:01,3
45:57:02,3
0.360439815,3
13:28:02,1
4:40:03,3
44:11:02,3
58:30:01,0
5:28:01,3
80:19:02,0
81:59:01,1
46:21:02,3
45:22:02,3
79:41:02,1
42:09:02,3
47:53:01,0
46:17:01,1
0.393078704,3
47:16:02,3
79:17:02,1
11:26:02,3
45:44:01,1
0.659050926,3
11:18:02,3
0.57849537,0
74:20:01,1
0.24306713,1
49:00:02,1
0.421539352,0
74:08:02,3
0.554907407,1
0.256273148,2
0.631273148,1
0.583344907,2
8:17:01,1
75:39:01,0
46:25:02,3
48:32:01,1
0.411828704,3
5:10:02,3
46:34:01,0
6:52:01,3
0.568078704,3
51:04:01,3
43:03:02,1
0.13056713,0
5:47:02,1
0.450717593,3
3:14:02,1
49:23:01,1
51:50:01,1
76:34:02,0
44:42:02,1
75:19:02,3
82:34:02,3
79:53:02,3
50:43:01,2
45:57:01,1
75:04:01,0
0.652789352,3
80:52:01,1
77:30:01,3
43:16:01,3
75:03:01,3
72:34:01,2
0.507650463,2
47:18:01,0
45:27:02,3
51:21:01,1
48:28:01,3
9:29:02,0
76:08:01,3
75:06:02,2
79:54:01,3
74:44:01,3
77:12:01,1
80:07:02,1
46:44:02,2
6:13:01,1
0.604884259,1
46:01:02,3
0.460439815,3
0.465289352,3
75:52:01,2
51:46:02,1
0.661134259,1
49:09:01,3
45:50:01,1
48:11:02,1
8:05:02,2
47:30:02,2
0.602094907,3
50:08:02,1
44:35:01,1
13:48:02,3
42:34:02,3
11:40:01,3
76:47:01,3
6:57:01,3
51:29:01,0
0.641689815,1
82:11:01,0
46:40:01,1
8:28:01,3
0.288217593,1
73:18:01,1
48:39:01,1
0.655578704,1
0.554884259,3
74:26:01,3
46:32:01,1
0.565289352,3
0.442372685,3
75:30:01,3
0.58681713,0
75:44:01,3
0.529884259,3
8:14:01,1
0.513912037,1
75:11:02,1
0.314606481,3
49:44:01,3
80:36:01,1
49:18:01,3
6:39:01,3
0.586134259,1
0.386828704,3
81:23:02,3
0.563912037,3
11:38:01,1
82:45:01,1
49:02:02,3
9:40:02,1
0.431967593,3
0.144456019,3
82:04:01,3
0.58474537,0
0.456261574,3
0.42224537,2
73:29:01,2
0.570844907,3
51:34:02,3
79:54:02,1
0.61599537,1
0.552800926,1
0.472233796,3
0.650011574,3
0.664606481,3
0.586828704,3
79:36:01,3
52:04:02,1
50:01:01,3
4:46:02,3
78:29:02,0
49:56:02,3
5:09:01,2
50:19:01,1
13:08:01,3
4:29:01,1
76:39:02,3
82:13:01,0
0.639606481,3
0.562534722,3
46:26:01,0
76:10:01,1
45:19:01,1
0.473622685,3
75:02:02,1
0.147939815,1
53:25:01,3
46:37:01,1
79:00:01,1
46:57:02,3
0.550717593,1
0.452789352,0
8:52:02,1
0.575717593,0
43:33:01,1
48:45:01,1
77:25:01,1
74:21:01,0
0.466006944,0
50:07:01,3
49:54:02,3
4:17:01,3
82:10:02,3
41:06:02,0
0.597939815,3
12:41:03,1
0.658344907,3
82:08:01,3
72:23:02,3
12:09:01,3
0.590289352,1
78:16:02,3
0.497939815,3
75:35:02,3
0.652106481,3
8:40:02,3
0.132650463,3
78:52:02,3
78:27:02,3
76:02:02,3
13:20:01,3
0.59099537,3
2:28:01,1
9:32:02,3
42:53:02,3
0.60349537,3
74:33:02,1
44:19:01,1
76:37:01,1
50:15:01,1
84:16:01,0
11:25:01,3
44:19:02,1
50:27:02,0
0.383344907,3
0.506956019,1
2:42:02,3
51:24:01,0
76:24:02,1
48:55:02,0
0.309733796,2
47:37:01,3
0.479189815,1
77:49:01,3
6:47:01,3
58:21:01,3
52:15:01,0
47:33:01,0
45:10:01,1
51:37:01,3
51:20:02,0
2:46:01,1
8:20:02,0
49:59:02,1
79:50:01,0
73:03:02,3
74:43:01,1
0.535428241,1
49:02:01,3
11:02:01,1
73:59:02,3
45:56:01,3
49:21:01,3
0.17431713,3
4:13:02,3
81:29:02,3
48:02:02,3
43:06:01,3
75:03:02,3
43:48:02,3
45:37:01,3
80:42:01,1
76:55:01,1
0.592384259,3
82:08:01,3
44:29:01,1
0.610428241,3
12:42:02,3
75:11:02,3
13:01:01,2
52:14:01,1
78:47:02,0
0.618761574,3
82:14:02,3
49:05:01,1
45:09:02,1
74:55:02,3
46:52:02,0
12:04:03,3
83:22:03,1
47:29:02,0
0.266689815,3
11:54:02,3
0.297233796,1
3:27:01,2
74:03:02,0
49:04:01,3
0.21181713,3
0.586134259,1
0.572928241,3
45:47:02,3
42:12:01,0
44:27:01,1
8:41:01,3
73:44:02,1
51:58:01,3
72:43:01,3
73:22:02,3
2:22:01,3
0.127789352,0
46:55:02,3
0.594456019,3
0.538217593,1
3:12:02,3
0.42849537,0
0.501400463,0
43:31:01,3
0.175706019,3
79:56:01,3
9:33:01,0
77:07:01,0
4:14:02,3
11:53:01,2
50:47:01,3
9:18:02,3
46:54:01,3
0.58681713,0
48:20:02,2
0.595162037,3
94:22:01,3
46:13:01,0
77:01:01,0
0.161828704,1
0.456967593,3
48:18:01,3
82:36:01,1
74:53:02,3
52:01:02,3
0.626412037,3
0.639606481,0
83:27:02,1
43:23:01,3
74:58:02,3
8:23:03,1
48:52:01,3
6:50:01,3
73:40:01,3
42:53:02,3
45:25:01,3
0.422233796,1
0.618761574,3
74:34:01,3
45:21:02,3
81:01:02,3
73:32:02,1
0.560428241,1
0.558356481,3
46:41:02,1
0.133356481,1
0.609039352,3
43:49:01,1
13:39:01,3
50:37:01,0
45:04:02,3
79:12:01,3
81:19:01,3
82:49:02,3
0.261122685,3
73:08:01,3
43:42:01,3
73:27:02,3
51:36:01,0
73:37:02,0
44:20:01,3
74:56:03,2
0.500011574,0
49:59:02,0
47:13:01,3
46:52:01,1
76:39:02,3
75:11:02,0
73:43:01,1
4:34:02,1
41:05:01,1
0.679884259,1
0.278483796,1
0.43681713,3
0.234050926,1
43:23:02,1
50:06:01,3
43:22:01,0
0.625706019,3
50:27:02,0
76:41:01,3
45:49:02,3
72:58:01,0
49:44:02,0
45:21:02,3
78:02:01,1
46:19:02,3
56:25:02,3
74:40:01,3
74:16:01,3
0.159039352,3
8:56:01,0
51:18:02,3
13:14:01,3
75:46:01,1
0.700023148,1
44:56:01,1
76:57:01,0
45:11:01,3
73:26:02,1
76:22:02,3
46:41:02,1
50:33:01,1
0.446550926,3
72:46:02,3
73:31:02,3
74:40:02,0
47:00:02,1
2:50:01,1
12:25:01,3
0.431956019,1
0.525023148,2
0.550011574,3
51:20:01,3
0.631261574,3
0.598622685,3
0.491678241,0
47:12:02,1
45:13:01,3
0.259039352,3
9:26:01,1
9:24:02,1
49:13:02,1
0.498622685,1
51:33:01,0
0.554178241,3
13:59:01,3
46:21:02,2
0.59306713,3
81:06:02,3
0.606273148,3
42:24:01,3
1.057662037,3
49:27:02,3
48:09:01,3
0.573622685,0
76:52:02,0
50:19:01,3
45:45:02,0
45:04:02,1
0.406261574,3
78:37:01,3
43:39:01,0
9:16:02,3
73:40:01,2
48:27:01,3
46:32:01,3
81:45:01,3
6:29:01,1
0.456261574,1
45:36:02,3
0.62849537,1
8:35:01,1
0.600706019,3
79:30:02,1
50:50:01,3
0.276400463,2
0.58681713,3
76:38:02,0
77:08:02,0
0.613900463,0
52:12:01,0
83:39:01,1
80:10:01,3
50:55:01,2
74:54:01,3
42:41:02,3
73:13:02,0
46:51:01,3
0.58681713,0
46:42:02,1
41:05:01,1
47:53:01,0
0.686122685,0
76:31:01,0
5:36:02,3
43:30:01,3
80:26:01,1
51:39:02,3
0.457650463,3
0.160428241,3
43:06:01,1
0.625023148,1
48:31:01,3
2:53:02,3
75:37:02,3
52:15:02,3
75:53:02,3
78:02:02,1
0.332650463,3
6:18:03,3
48:02:02,3
4:08:01,3
47:41:02,3
49:11:01,3
52:35:01,2
0.190300926,3
0.136134259,1
50:10:01,1
80:07:02,3
75:53:02,3
82:58:01,3
48:03:01,3
76:02:02,1
0.427800926,3
52:25:02,1
76:35:02,0
50:13:01,3
0.417384259,3
12:50:01,3
9:21:02,3
50:59:01,1
0.59099537,3
73:26:01,1
2:03:01,3
76:15:02,0
0.565983796,3
75:30:01,3
81:51:02,3
0.665300926,1
49:11:02,0
8:30:02,1
0.127094907,1
75:45:01,1
83:44:02,1
0.217384259,1
0.45556713,1
83:09:01,0
0.648622685,3
6:12:03,0
0.253483796,3
0.59306713,0
50:39:02,3
82:23:01,0
51:39:01,1
11:50:02,2
12:03:02,0
76:33:01,3
45:25:02,3
77:30:02,1
75:06:02,3
13:41:02,1
75:31:01,3
50:04:02,0
0.691689815,3
43:02:01,1
11:21:01,1
13:15:01,1
0.611134259,3
0.484050926,3
49:36:02,1
4:42:01,1
0.394456019,3
74:30:01,0
49:30:01,0
0.627800926,1
43:20:02,1
49:31:01,1
49:52:01,3
44:18:01,1
0.381273148,3
77:31:01,3
45:51:01,3
80:54:04,3
2:17:01,3
9:46:01,3
81:59:02,3
0.633344907,3
11:07:02,3
77:22:01,0
46:39:01,0
0.556261574,3
73:30:01,3
74:55:02,3
83:10:01,3
0.544467593,1
0.519456019,3
41:23:01,2
3:53:01,3
13:09:02,3
51:52:01,1
12:57:02,3
83:20:01,3
0.209050926,1
0.621550926,1
0.588912037,3
0.556967593,1
42:15:02,1
50:11:02,3
83:16:02,3
11:31:01,3
49:38:02,3
6:46:01,3
76:01:02,3
46:45:01,0
0.506261574,1
9:58:01,0
50:13:01,3
75:27:01,0
0.562523148,3
90:21:01,3
0.556956019,1
0.511134259,3
0.550717593,3
0.675011574,1
45:38:01,3
41:55:02,1
11:36:01,2
0.59931713,3
82:34:01,1
51:00:02,0
43:06:01,3
42:50:02,3
0.234039352,0
0.376412037,1
2:58:01,3
0.597928241,3
51:40:02,3
81:56:01,3
0.657662037,0
0.569456019,1
73:56:01,3
44:29:02,3
45:12:02,1
0.441678241,3
12:50:01,0
78:03:02,1
79:33:01,3
4:10:01,3
45:16:02,1
45:43:01,1
45:12:01,1
48:17:01,3
9:55:01,2
49:58:01,0
52:06:01,3
0.458344907,3
45:42:02,0
48:59:01,3
41:57:01,1
0.502094907,3
4:40:01,2
79:07:02,1
52:02:02,1
0.439606481,1
76:09:02,3
75:14:02,1
0.472233796,1
11:29:01,3
77:24:02,1
0.349328704,1
0.577800926,3
73:50:01,3
41:49:02,1
76:55:01,0
49:59:01,0
75:21:02,3
76:03:03,1
76:10:01,3
47:28:01,1
44:20:01,0
46:03:02,3
0.61806713,3
75:13:02,3
49:48:01,3
84:12:01,0
45:20:01,1
0.583344907,1
0.481956019,3
0.646539352,0
0.403483796,3
1.059050926,3
83:22:02,1
43:10:01,1
0.48681713,1
0.25974537,3
45:15:02,3
75:09:02,3
47:22:01,1
8:42:02,3
4:09:02,3
0.436828704,1
43:14:02,2
4:56:01,0
12:31:01,1
0.651412037,0
77:44:01,3
79:06:02,1
0.606967593,3
80:57:02,3
0.568773148,3
0.445844907,0
73:57:01,3
46:44:01,3
50:59:02,3
83:58:01,3
44:10:01,0
51:25:01,3
0.420150463,3
47:42:02,3
52:34:01,0
9:30:02,3
0.590300926,2
53:14:02,3
0.304872685,0
0.581261574,3
73:02:01,3
76:38:01,3
49:31:02,1
49:36:01,0
46:24:01,1
77:21:03,3
6:31:01,0
47:25:01,1
0.648622685,3
5:17:01,1
48:31:01,0
78:24:02,2
8:23:01,3
0.693773148,0
0.416678241,1
0.671539352,3
74:23:01,2
46:26:01,3
76:39:01,1
6:23:02,3
0.629872685,1
0.631273148,3
0.645856481,2
0.16599537,3
74:40:02,3
51:21:01,1
9:02:01,0
4:53:03,0
12:46:01,3
94:23:01,1
4:15:02,1
8:47:02,0
9:01:02,1
73:25:02,3
0.579872685,3
0.341678241,3
45:40:01,3
76:49:01,0
81:58:02,1
0.613217593,2
45:17:01,0
12:32:02,3
42:30:02,0
43:53:01,1
0.446550926,0
43:29:02,0
47:05:01,0
0.44724537,3
74:41:01,0
0.401400463,1
50:16:01,3
0.569467593,0
73:58:02,0
49:24:02,1
0.694467593,3
0.495844907,0
79:21:01,3
74:41:02,3
81:18:02,1
0.526412037,0
44:24:01,0
0.223634259,3
50:46:02,3
75:18:01,0
0.625706019,3
77:22:02,3
51:24:04,3
0.64099537,3
0.559050926,3
12:23:01,3
74:16:01,3
82:16:02,3
50:47:01,0
76:30:01,1
0.150011574,1
0.410439815,0
0.513912037,1
43:32:01,0
74:15:01,3
82:07:02,0
0.280578704,1
41:43:01,1
78:47:01,3
75:53:01,0
78:43:01,3
83:11:01,3
45:19:01,3
82:37:02,1
76:41:01,0
50:01:01,0
47:35:01,1
46:44:01,3
75:04:01,3
74:47:02,3
76:32:01,3
82:16:01,1
76:50:03,1
75:36:02,3
41:13:02,1
11:17:01,3
0.436122685,0
76:14:02,3
77:20:01,1
47:13:01,0
0.379884259,3
45:46:02,1
84:07:02,3
74:22:02,2
44:50:01,3
0.574328704,0
0.158344907,3
0.66806713,1
8:30:02,1
49:47:02,1
0.535439815,3
45:58:02,3
43:16:02,3
11:55:02,1
0.422939815,3
80:34:01,1
0.140289352,3
51:54:02,3
45:55:01,2
49:28:02,3
73:52:02,3
73:56:02,3
0.152094907,1
51:36:01,3
0.15349537,0
0.41806713,0
45:02:01,1
50:57:01,0
0.487511574,1
0.312511574,1
50:16:02,2
0.511122685,1
0.577106481,0
4:07:02,3
78:28:01,0
52:16:01,3
0.454872685,3
83:08:01,3
83:06:02,0
46:11:01,1
50:09:01,0
82:58:01,3
75:26:01,3
79:14:01,0
45:40:02,3
0.298622685,1
0.185439815,3
79:34:01,0
51:25:01,1
49:19:02,0
4:55:01,1
83:00:03,0
45:27:02,1
0.602106481,1
0.379189815,0
82:02:02,3
49:16:02,3
76:12:01,3
75:37:02,3
82:22:02,3
75:24:01,3
0.518078704,0
8:07:01,1
12:46:01,3
2:08:01,3
0.218078704,1
48:39:01,3
76:25:02,3
0.644456019,0
74:10:02,2
80:15:01,1
77:02:01,3
0.47431713,3
78:36:01,3
43:25:01,3
82:09:01,0
73:17:02,0
76:29:01,3
75:13:01,1
49:43:01,3
4:21:01,3
46:54:01,3
45:10:01,1
9:07:01,0
75:31:01,0
45:04:01,3
82:49:02,3
42:28:01,3
0.345844907,3
43:43:02,3
47:02:01,1
77:09:02,3
13:17:01,0
49:30:02,3
0.660439815,3
0.310439815,1
75:04:01,3
82:33:01,2
0.475011574,1
0.277106481,3
74:25:01,3
82:06:01,3
73:57:04,3
84:09:02,1
8:34:01,0
76:09:02,0
76:18:02,3
8:47:02,3
52:18:01,3
0.487511574,3
46:50:02,3
0.680578704,3
0.229872685,3
9:29:02,3
4:19:02,0
12:04:01,2
0.31806713,1
75:41:02,0
0.55974537,0
0.479189815,1
49:00:02,3
0.394456019,3
72:51:01,3
72:06:02,3
0.217384259,0
13:58:02,1
0.610439815,1
49:05:01,0
5:35:02,3
0.566678241,3
73:37:01,0
3:22:01,3
81:00:01,3
73:50:01,3
75:00:01,1
0.427789352,1
0.252106481,1
50:10:02,3
43:41:02,3
6:14:01,1
79:05:02,3
47:57:01,2
74:22:01,3
51:15:02,3
0.64931713,1
0.541689815,3
0.588900463,1
0.39931713,0
13:05:02,1
0.565983796,3
83:02:01,3
75:30:01,3
4:58:02,3
51:48:02,3
44:46:02,1
41:28:02,3
49:45:01,2
76:35:01,0
46:47:02,3
74:05:02,3
45:27:02,0
74:28:02,3
78:29:01,3
0.458356481,3
0.525729167,3
44:48:01,1
11:51:02,2
0.138206019,0
51:25:01,3
0.163900463,3
48:00:01,3
0.618761574,1
83:19:01,2
82:14:02,1
48:43:02,2
41:49:01,3
81:05:01,0
5:59:02,0
49:33:01,3
0.675011574,1
48:24:01,3
72:47:01,3
48:04:01,3
42:35:01,2
74:09:01,1
0.572928241,1
77:07:02,1
45:10:02,1
0.318761574,3
75:01:02,1
3:49:02,1
45:08:01,1
76:26:02,1
5:41:01,2
45:57:01,3
77:08:02,1
50:50:02,0
0.612523148,0
47:18:03,0
0.494456019,3
52:30:01,0
75:53:03,0
48:07:01,3
78:12:02,1
44:52:01,0
75:44:02,1
76:43:01,3
12:10:02,1
0.61806713,3
74:55:02,1
44:32:02,2
0.684733796,1
0.426400463,2
75:26:02,0
75:58:02,1
0.675717593,1
12:17:01,0
83:27:01,3
52:53:01,3
79:31:02,1
74:42:02,3
41:14:02,3
46:27:01,1
48:58:02,3
43:34:01,1
12:58:02,3
47:20:01,0
75:47:01,3
46:57:01,1
51:06:02,1
0.476400463,3
77:09:02,3
41:44:02,0
78:12:01,3
45:46:02,3
82:04:02,2
0.545150463,3
2:22:02,2
50:53:01,3
77:37:02,1
76:04:02,3
81:10:02,3
0.432650463,3
0.507650463,3
47:26:01,3
74:08:02,0
81:29:01,1
51:36:02,1
47:00:02,0
48:35:02,1
82:24:02,3
50:20:02,1
8:38:03,0
0.525706019,3
45:25:02,1
8:50:02,0
45:03:02,1
74:14:01,1
6:49:01,1
49:50:02,0
0.606956019,0
78:13:01,1
5:13:02,1
12:31:01,0
75:11:01,3
41:36:01,1
0.481967593,3
0.428483796,3
0.129872685,1
0.645856481,1
75:22:01,3
45:11:01,3
75:46:01,3
0.226400463,3
11:32:01,3
79:07:02,1
13:26:01,3
0.568773148,1
75:05:02,3
81:45:01,3
50:45:01,3
82:45:02,1
0.567384259,3
0.478483796,3
4:10:02,3
0.153483796,1
0.615289352,2
0.581956019,3
0.432650463,3
0.695162037,1
0.551400463,3
0.608344907,3
9:10:02,3
0.346550926,3
47:49:02,1
77:44:02,3
51:44:01,0
0.427789352,3
79:20:02,1
0.587511574,0
81:07:01,3
0.650011574,3
51:23:01,3
75:52:02,3
82:12:01,0
0.62431713,3
81:55:01,0
0.684039352,3
74:00:02,3
5:17:01,0
0.386828704,1
0.56599537,3
74:02:02,3
41:36:01,0
13:17:01,0
5:47:02,3
0.442372685,3
0.595844907,3
0.465300926,3
13:01:02,3
73:25:01,1
45:04:02,3
4:21:01,3
48:33:01,2
6:38:01,3
42:10:02,0
5:21:01,3
9:06:01,0
83:24:01,1
74:10:01,1
0.44306713,3
74:39:01,0
43:15:02,0
49:18:01,3
79:05:02,3
74:52:03,3
75:13:02,3
9:54:01,1
0.261134259,3
0.542372685,1
0.259050926,0
45:23:02,3
0.510439815,3
13:24:02,0
11:32:01,1
51:20:01,3
8:32:01,1
44:50:02,3
74:45:02,3
46:26:01,3
0.711122685,1
76:17:01,0
78:25:01,3
0.645856481,3
41:35:01,1
77:06:02,3
44:20:01,1
72:17:02,3
78:19:01,0
0.625717593,3
76:34:02,3
41:57:01,3
73:13:01,0
46:21:01,3
4:09:01,1
82:11:01,1
0.525717593,3
0.639594907,0
78:13:01,3
81:20:01,1
77:32:01,1
48:15:02,0
0.608344907,3
0.561134259,0
0.642372685,3
52:30:02,3
0.211828704,1
0.431956019,1
0.586828704,1
51:22:01,3
74:47:02,1
79:54:02,1
46:33:01,0
9:42:01,1
0.691678241,3
0.614606481,0
81:55:02,3
50:07:01,2
2:13:02,0
77:03:02,3
0.658344907,3
48:11:01,3
4:10:02,0
2:35:01,3
12:14:01,3
0.590983796,1
80:02:01,3
0.251412037,3
0.277106481,3
49:49:01,3
4:24:01,3
78:08:01,1
2:33:02,1
0.421550926,1
49:15:01,1
48:40:01,3
13:16:01,0
0.420150463,0
47:45:02,3
0.638206019,1
0.475011574,3
74:19:01,3
4:44:01,1
49:43:02,3
47:15:01,0
13:40:02,3
0.639606481,3
72:45:02,3
47:41:01,3
47:28:01,1
12:43:01,1
0.429884259,3
0.623622685,1
83:13:01,3
11:18:01,3
12:23:02,1
0.178483796,1
43:18:01,0
47:15:01,1
49:07:01,1
74:15:01,3
81:15:02,3
50:12:01,2
45:23:01,3
73:26:01,3
81:52:01,1
47:09:02,3
0.531967593,1
74:47:02,0
77:47:01,3
74:34:02,1
0.410428241,0
47:24:01,1
0.512511574,3
45:10:01,3
74:37:01,0
0.602094907,3
75:36:02,1
50:13:01,0
44:01:02,1
75:47:01,1
79:57:01,0
43:51:01,0
50:19:01,1
46:01:01,3
0.212511574,1
0.649328704,3
44:08:02,3
80:36:02,3
4:54:01,1
45:54:02,2
51:45:01,3
0.550706019,0
79:52:02,3
0.416701389,1
48:17:02,3
81:01:02,0
50:24:02,1
0.626400463,3
0.667384259,0
49:19:01,3
2:56:02,3
81:30:01,3
52:18:01,3
6:26:01,3
75:22:01,3
0.262511574,3
81:44:02,0
44:51:01,0
4:12:02,1
0.586122685,1
9:05:02,2
9:20:02,3
49:20:01,3
49:17:01,1
48:02:01,0
0.555578704,3
2:50:02,0
48:32:01,3
50:24:02,3
0.381273148,3
47:00:01,0
0.547928241,3
0.160428241,1
76:33:01,3
73:03:01,0
0.687511574,1
50:29:01,1
82:58:01,3
77:06:02,1
76:25:02,3
79:15:01,3
4:34:01,0
5:35:01,3
47:53:02,3
6:41:02,1
45:51:02,1
0.45974537,1
74:08:01,3
0.488900463,1
5:44:01,1
0.246539352,1
49:11:02,3
0.613206019,3
0.456261574,3
0.590983796,0
46:07:01,3
81:08:02,3
77:59:02,3
48:30:02,3
11:59:01,2
76:19:01,3
0.616678241,1
77:05:02,3
76:54:01,3
0.209050926,3
75:07:02,3
77:28:01,3
43:38:01,1
46:59:02,3
75:20:02,3
2:49:02,1
75:38:02,2
0.634733796,3
48:48:01,1
75:57:01,3
81:24:02,3
76:26:01,3
73:40:01,3
0.504178241,3
0.161828704,2
0.345150463,3
61:22:02,1
0.575706019,3
0.442372685,3
0.584039352,0
49:06:01,3
43:49:01,0
47:50:02,1
11:30:01,0
13:16:02,0
0.570844907,3
74:09:01,3
48:26:02,3
52:08:01,3
53:19:01,3
0.152094907,3
50:08:01,1
53:12:02,3
0.168761574,3
0.593773148,1
44:30:02,1
4:20:02,3
41:30:02,3
51:40:02,0
42:06:01,3
45:56:01,2
48:10:01,1
43:14:01,1
0.256956019,1
48:33:01,3
0.609039352,1
75:15:01,0
0.406261574,3
53:27:01,3
0.725717593,0
0.562511574,3
0.484039352,3
79:05:02,3
12:18:01,3
45:20:02,3
42:53:02,3
74:21:01,3
0.629872685,3
0.659039352,3
42:10:01,3
43:15:02,0
83:11:01,3
42:48:01,3
75:55:02,3
0.479884259,0
46:57:01,3
47:27:01,0
0.635428241,3
78:19:01,3
74:41:01,3
0.565300926,3
11:33:01,0
50:06:01,1
43:51:01,2
9:40:01,3
82:46:01,0
0.434050926,1
47:37:02,0
45:30:02,3
75:42:01,1
49:38:02,3
78:29:02,3
9:12:02,3
2:13:01,3
46:35:01,0
49:23:01,3
8:48:01,3
52:16:01,3
0.637523148,3
6:16:01,1
0.692372685,1
50:05:02,0
43:33:01,1
82:38:02,1
0.584039352,3
48:21:01,3
0.347233796,1
0.584039352,1
0.518761574,3
78:42:01,2
77:23:01,2
48:40:01,0
48:40:01,1
13:10:01,1
0.597928241,3
77:14:02,3
76:07:02,3
74:30:02,3
78:50:02,0
41:27:01,0
76:33:02,3
48:07:02,1
48:13:01,3
0.609039352,3
83:16:01,3
0.609050926,1
73:55:01,3
82:50:03,2
2:50:01,3
81:45:01,3
44:07:02,3
0.679189815,0
51:57:01,3
75:42:01,3
0.681261574,3
0.259733796,3
48:22:02,3
75:42:02,3
44:13:03,1
44:43:01,3
0.595856481,3
47:35:02,3
0.225023148,3
75:08:02,3
46:22:01,3
81:32:01,1
51:28:02,3
79:17:02,1
44:38:02,1
0.404189815,0
77:29:02,3
41:49:01,3
50:40:01,3
73:03:02,3
0.309039352,3
74:30:02,3
77:48:01,0
52:29:01,3
81:32:02,1
75:44:02,0
51:33:02,3
76:29:02,1
49:48:01,3
12:26:02,3
80:40:01,3
84:09:01,3
0.502800926,3
44:12:01,3
0.218761574,1
0.565289352,0
0.579872685,1
49:08:02,3
48:11:01,0
49:57:01,2
47:29:01,3
4:44:01,0
75:45:01,0
42:59:01,3
80:55:01,1
0.697928241,1
0.439594907,1
48:32:02,3
49:25:02,1
49:22:02,3
79:28:01,1
51:24:02,1
46:29:02,3
49:14:01,3
48:14:02,0
51:11:01,1
0.604189815,3
0.18056713,3
76:12:01,1
0.254189815,0
50:18:01,3
0.626400463,1
80:15:01,1
80:07:01,3
52:38:01,3
75:23:01,1
73:05:02,1
75:32:01,0
2:59:01,3
45:42:01,0
0.404178241,0
74:56:01,3
82:37:02,1
0.466678241,3
0.515289352,3
45:35:02,0
4:55:01,3
6:46:02,1
13:48:02,3
0.431956019,3
0.592372685,3
56:27:01,3
0.279872685,1
8:51:01,3
0.452094907,0
9:53:01,3
82:47:01,2
0.614594907,3
42:40:01,2
0.672233796,3
78:42:02,1
42:38:01,2
0.648622685,3
12:21:02,2
0.667372685,1
50:50:01,0
0.552094907,2
74:18:01,3
43:20:02,0
0.420844907,3
0.27431713,3
46:46:02,1
81:20:02,2
51:17:01,0
49:13:03,1
50:40:01,1
0.521539352,3
42:53:01,3
0.557662037,3
84:10:01,3
75:35:01,3
0.642372685,0
0.229884259,2
0.445162037,3
73:33:01,1
8:56:01,0
45:11:01,3
45:28:02,1
12:51:02,1
0.54306713,1
0.661828704,1
13:35:01,3
46:35:01,3
12:17:01,3
49:06:02,3
0.543761574,1
0.61806713,1
0.469456019,3
81:04:02,1
0.571539352,3
77:29:01,0
9:14:02,3
75:28:01,1
11:34:01,3
76:03:02,3
11:02:02,3
81:47:01,1
46:04:01,3
80:00:01,3
12:05:01,1
72:26:02,0
51:15:01,1
46:12:01,3
77:09:01,0
75:08:01,1
4:08:02,3
0.441678241,0
5:54:01,1
0.511134259,3
12:41:02,1
52:22:02,1
73:38:01,0
0.44306713,3
75:13:01,3
0.653483796,3
0.590983796,3
74:59:01,1
0.414594907,3
45:02:02,0
47:31:01,3
46:42:01,1
13:01:02,0
78:01:01,1
77:22:02,3
51:35:02,3
0.347233796,3
0.606261574,1
48:17:01,3
83:52:01,3
45:46:02,3
0.137511574,3
76:02:01,0
0.15974537,3
45:29:02,3
78:43:01,2
0.288206019,3
8:39:01,3
0.196550926,0
49:27:02,3
0.645856481,1
48:51:01,3
9:44:02,3
76:36:01,0
53:13:01,3
0.629178241,0
47:16:02,3
76:01:02,3
49:17:02,3
75:10:01,0
47:50:01,3
80:02:02,3
77:09:01,1
48:09:01,3
74:23:01,3
82:16:01,0
12:20:01,0
0.572233796,3
49:04:02,3
8:11:02,3
84:24:01,3
11:26:02,2
46:08:02,3
0.313900463,3
0.306967593,1
49:50:01,3
47:46:01,0
0.398634259,1
74:53:02,3
76:54:01,2
0.570150463,3
0.425717593,3
73:23:01,1
0.501423611,3
41:54:02,3
0.29306713,3
82:05:02,3
76:32:01,3
76:37:01,0
46:03:03,1
76:16:01,1
51:17:02,3
51:26:02,0
0.624328704,3
74:29:02,3
78:23:02,1
43:19:02,3
82:37:01,3
9:18:01,1
0.63681713,3
0.650717593,0
74:41:01,0
49:27:02,3
0.301400463,0
0.550011574,3
74:22:01,3
75:09:02,3
88:24:02,1
80:11:01,3
0.311828704,0
0.315300926,1
78:18:02,1
46:09:01,3
9:15:02,3
0.556956019,3
74:47:01,1
78:45:01,0
0.420856481,3
48:10:01,1
13:43:01,3
0.296539352,3
12:28:01,0
8:56:02,3
44:40:01,0
48:16:01,3
45:30:01,1
78:14:01,3
80:29:01,3
4:50:02,3
47:52:01,1
46:18:01,3
82:14:01,3
47:27:01,3
75:17:01,3
